 0,Title,Address,Date,Description,Contact,Organisator,URL,New_Date,Year,Month,Day
3738,"18. Europäische Tage des Denkmals ""Im Untergrund""",Ganze Schweiz,So 11.09.2011,"Die diesjährigen Denkmaltage öffnen einen breiten Fächer von Kulturgütern «unter uns». Zahlreiche wertvolle kulturelle Zeugen sind nicht direkt sichtbar: Sie befinden sich unter dem Erdboden und hinter Felswänden, werden verborgen durch Fassaden, Überzüge oder Deckschichten. Das Thema «Im Untergrund» rückt Verborgenes ans Licht: Festungen, Stollen, Keller, Krypten, Magazine, Kanalisationen, Minen, Zisternen, Tunnel und Bunker. Normalerweise sind diese Stätten weder zugänglich noch sichtbar. Doch die Denkmaltage blicken dieses Jahr «darunter und dahinter» und schürfen nach verborgenen Schätzen. Einen wichtigen Bereich bildet die Archäologie mit ihren unterirdischen Zeugnissen, welche die Zeiten überdauert haben. Die Europäischen Tage des Denkmals sind eine internationale Veranstaltung, die in fast 50 Ländern durchgeführt wird. Sie sind ein einzigartiger Anlass, um kulturelle Entdeckungen zu machen, und erlauben einem breiten Publikum, Orte und Objekte zu besuchen, die im Allgemeinen nicht zugänglich sind. Die Schweizer Ausgabe der Denkmaltage 2011 wird an rund 310 Orten mit mehr als 750 Veranstaltungen durchgeführt. Das detaillierte Programm mit allen Veranstaltungen finden Sie unter www.hereinspaziert.ch. Die Broschüre mit allen Veranstaltungen kann ab sofort bestellt werden: info@nike-kultur.ch oder T 031 336 71 11 oder NIKE, Postfach 111, 3097 Liebefeld","Daniela Schneuwly-Poffet / Andrea Nützi Poller; Co-Projektleitung; Nationale Informationsstelle; für Kulturgüter-Erhaltung NIKE; Kohlenweg 12, Postfach 111, 3097 Liebefeld; Telefon 031 336 71 11, Fax 031 333 20 60; E-Mail: info@nike-kultur.ch",Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE  und die kantonalen Fachstellen für Archäologie und Denkmalpflege,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3738.html,2011-09-11,2011,9,11
3739,Startschuss für ein bewegtes Schuljahr und die «fit und mobil»-Sportwoche,Schule Rüfenacht; Ecole de Rüfenacht; Scuola di Rüfenacht; Rosenweg 9 3075 Rüfenacht (BE),Mo 29.08.2011 08:30 - 16:00,"Kickoff-Event: - Programm «schule bewegt» des Bundesamtes für Sport BASPO; - «fit und mobil»-Sportwoche für Jung und Alt des Amts für Bevölkerungsschutz, Sport und Militär des Kantons Bern BSM","Angela Meschenmoser; Kommunikation BASPO/Communication OFSPO/Comunicazione UFSPO; 032 327 65 68, angela.meschenmoser@baspo.admin.ch; Martin Friedli; BSM, Abteilung Sport/OSSM, Service du sport/Dipartimento protezione della popolazione, sport e; militare del cantone di Berna; 031 634 90 38, martin.friedli@pom.be.ch.","Bundesamt für Sport BASPO und Amt für Bevölkerungsschutz, Sport und Militär des Kantons Bern BSM",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3739.html,2011-08-29,2011,8,29
3741,"""Wir haben genug von durchgeknallten Fussballfans!""","Medienzentrum Bundeshaus, kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférences Bern",Mo 29.08.2011 09:00 - 10:00,"Point de presse; Es sprechen:; Christophe Darbellay, Parteipräsident der CVP Schweiz und Nationalrat (VS); Ida Glanzmann-Hunkeler, Vize-Präsidentin der CVP Schweiz und Nationalrätin (LU); Reto Nause, Direktor für Sicherheit, Umwelt und Energie der Stadt Bern",Marianne Binder; Kommunikationschefin der CVP Schweiz/Resp. de la communication; 079 686 01 31; binder@cvp.ch,CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3741.html,2011-08-29,2011,8,29
3742,„Auslandschweizerlnnenpolitik der SP Schweiz und internationale Listen in den Nationalratswahlen“,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 19.08.2011 10:30,"An der Medienkonferenz nehmen teil: Hans-Jürg Fehr, Nationalrat SH, Mitglied der aussenpolitischen Kommission; Elisabeth Frischknecht-Kind, Auslandschweizerin, NR-Kandidatin auf der internationalen Liste Schaffhausen; drey Ruchet-Bach, Auslandschweizerin, NR-Kandidatin auf der internationalen; Liste Genf","SP Schweiz, Kampagnen & Kommunikation; 031 329 69 89",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3742.html,2011-08-19,2011,8,19
3743,"""Neuer Bericht zur administrativen Entlastung von Unternehmen""","Medienzentrum Bundeshaus, Kleiner Konferenzsaal; Centre de presse du Palais fédéral, petite salle de conférences; Centro media di Palazzo federale, Sala piccola delle conferenze Bern",Di 23.08.2011 14:00 - 15:00,"Hintergrundgespräch; Die Referenten sind: Eric Scheidegger, Leiter Direktion für Standortförderung; Aymo Brunetti, Leiter Direktion für Wirtschaftspolitik",Antje Baertschi; Leiterin Kommunikation/cheffe de la Communication/capo della comunicazione; SECO; tel. +41 31 323 52 75; antje.baertschi@seco.admin.ch,Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3743.html,2011-08-23,2011,8,23
3744,"""Ein Revitalisierungsprogramm zugunsten von Wirtschaft und Bürgern""","Medienzentrum Bundeshaus, Konferenzsaal Bern",Di 23.08.2011 11:15,"Pressekonferenz; Referenten:; Ständerat Adrian Amstutz (BE), Vizepräsident, a.Bundesrat Christoph Blocher (ZH), Vizepräsident, Nationalrat Guy Parmelin (VD), Nationalrat Peter Spuhler (TG), Nationalrat Hansruedi Wandfluh (BE), Fraktionsvizepräsident",Martin Baltisser; Generalsekretär SVP Schweiz; 031 300 58 58 / 079 351 92 22,SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3744.html,2011-08-23,2011,8,23
3745,Parteitag der CVP Schweiz,Stadtsaal 9500 Wil (SG),Sa 20.08.2011 09:30,Parteitag „Familien stärken!“,Marianne Binder; Kommunikationschefin/Resp. De la communication; 079 686 01 31; binder@cvp.ch,CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3745.html,2011-08-20,2011,8,20
3747,„Aktuelle Herausforderungen auf dem Wohnungsmarkt“,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 23.08.2011 10:15,Medienkonferenz,"SP Schweiz, Kampagnen & Kommunikation; Parti socialiste suisse, Campagnes et Communication; 031 329 69 89",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3747.html,2011-08-23,2011,8,23
3748,"""FDP dank Velo-Wahlkampftour topfit – jetzt kommt Fitnesskur für die Schweiz""",Bundesplatz Bern,Mo 22.08.2011 14:15,"Ankunft „Tour libéral“ und Medienkonferenz auf dem Bundesplatz; Folgende Referierende werden anwesend sein: Nationalrat Fulvio Pelli, Parteipräsident FDP.Die Liberalen; Nationalrätin Isabelle Moret, Parteivizepräsidentin FDP.Die Liberalen","Noé Blancpain, Kommunikationschef, 078 748 61 63, blancpain@fdp.ch; Philippe Miauton, Pressesprecher, 079 277 68 41, miauton@fdp.ch",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3748.html,2011-08-22,2011,8,22
3749,"""Jetzt sind die tiefen und mittleren Löhne dran""",Hotel Bern/à l’Hôtel Bern; Zeughausgasse 9 Bern,Fr 26.08.2011 10:00,"Medienkonferenz; Es nehmen teil: - Paul Rechsteiner, Präsident SGB; - Daniel Lampart, Chefökonom SGB und Sekretariatsleiter; - Aldo Ferrari, GL-Mitglied Unia; - Katharina Prelicz-Huber, Präsidentin VPOD; - Giorgio Tuti, Präsident SEV",Peter Lauener; Leiter Kommunikation SGB/responsable de la communication et; porte-parole de l’USS; 031 377 01 06/079 650 12 34,SCHWEIZERISCHER GEWERKSCHAFTSBUND,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3749.html,2011-08-26,2011,8,26
3750,Point de presse,Parlamentsgebäude/Palais du Parlement Bern,Mi 24.08.2011 18:30,Thema: Bundesanwältin/Bundesanwalt. Wahl für die Amtsdauer 2012-2015,Kein Kontakt,GK,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3750.html,2011-08-24,2011,8,24
3751,"""ÖV-Paradies Schweiz: Wer soll das bezahlen?""",Restaurant Schmiedstube; Schmiedenplatz 5 3011 Bern,Mi 31.08.2011 17:45 - 19:15,"Podiumsdiskussion; Im kf forum diskutieren: Markus Hutter, Nationalrat, Zentralvorstand ACS Schweiz; Stefan Meierhans, Preisüberwacher; Jeannine Pilloud, Leiterin SBB Personenverkehr; Franziska Troesch-Schnyder, Präsidentin Konsumentenforum kf – konsum.ch",Konsumentenforum kf; T 031 380 50 30; F 031 380 50 31; forum@konsum.ch,Konsumentenforum kf,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3751.html,2011-08-31,2011,8,31
3753,"""Neues Rating: VCS analysiert 14 Feriendestinationen""",Hotel Kreuz; Saal Steiger (2. Stock)/salle Steiger (2e étage); Zeughausgasse 41 3011 Bern,Mo 05.09.2011 10:00,Medienkonferenz,Gerhard Tubandt; Mediensprecher/Porte-parole; 0848 611 611 / gerhard.tubandt@ate.ch,VCS Verkehrs-Club der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3753.html,2011-09-05,2011,9,5
3754,"Delegiertenversammlung der SVP Schweiz: ""Vertrag mit dem Volk""",Theater 11; Thurgauerstrasse 7 8050 Zürich-Oerlikon,Sa 27.08.2011 11:00,"Programm: Auftakt mit Firebirds und der StadtJugendMusik Zürich und unserem Wahlmaskottchen Zottel. Die Theaterbühne wird auch frei gemacht für den Satiriker Andreas Thiel und dem Chor La Chanson du Pays de Gruyère. ; Der Vertrag wird unter der Leitung von Werner de Schepper, stv. Chefredaktor der Aargauer Zeitung mit Nationalrat Christoph Mörgeli, Programmchef SVP Schweiz und Cédric Wermuth, Vizepräsident SP Schweiz hart diskutiert.","Martin Baltisser, Generalsekretär SVP Schweiz 079 351 92 22; Silvia Bär, stv. Generalsekretärin 079 216 48 31",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3754.html,2011-08-27,2011,8,27
3755,Nationaler Klinik- und Spitaltag 2011: „Ihre Gesundheit liegt uns am Herzen“,Restaurant Schmiedstube; Schmiedenplatz 5 3011 Bern,Fr 09.09.2011 10:00 - 11:00,Medienkonferenz,"Reinhard Voegele, H+ Die Spitäler der Schweiz; Tel.: 031 335 11 33, Fax: 031 335 11 70; reinhard.voegele@hplus.ch, Mobil: 079 571 00 00.",H+ Die Spitäler der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3755.html,2011-09-09,2011,9,9
3758,Neue Studie: Föderalismus und Migrationspolitik,Medienzentrum Bundeshaus Bern,Mo 19.12.2011 10:00,"Eine Medienkonferenz der Eidg. Kommission für Migrationsfragen EKM zum Internationalen Tag der Migranten (18. Dezember). Die EKM stellt eine neue Studie zum Thema Föderalismus und Migrationspolitik vor, welche vom Forum für Migrations- und Bevölkerungsstudien SFM und vom Büro sotomo erarbeitet worden ist.",Kein Kontakt,Eidgenössische Migrationskommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3758.html,2011-12-19,2011,12,19
3759,"Treffen der Aussenministerinnen und des Aussenministers von Österreich, Liechtenstein und der Schweiz",Landgut Lohn; Domaine du Lohn 3122 Kehrsatz (BE),Mo 29.08.2011 16:30,16.30 Uhr Fototermin vor der Eingangstreppe; 16.45 Uhr Fototermin zu Beginn der Gespräche (Pool),Für inhaltliche Auskünfte: Stefan von Below; Mediensprecher EDA; +41 (0)79 723 24 37; Pour des renseignements contextuels : Stefan von Below; Porte Parole DFAE; +41 (0)79 723 24 37,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3759.html,2011-08-29,2011,8,29
3760,„Aktionsplan der SP Schweiz zur Stärkung des Werkplatzes und gegen die Folgen der Frankenhausse“,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 26.08.2011 09:15,Medienkonferenz,"SP Schweiz, Kampagnen & Kommunikation; Parti socialiste suisse, Campagnes et Communication; 031 329 69 89; presse@spschweiz.ch; presse@pssuisse.ch",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3760.html,2011-08-26,2011,8,26
3761,20 Jahre Fonds Landschaft Schweiz FLS (mit BR Leuthard),Hauptgebäude Hochschule für Sport/Bâtiment principal de la Haute école fédérale de sport 2532 Magglingen,Do 08.09.2011 09:30,Jubiläumstagung,Bruno Vanoni; Tel. 031 350 11 54; Fax : 031 350 11 51; vanoni@fls-fsp.ch,Fonds Landschaft Schweiz FLS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3761.html,2011-09-08,2011,9,8
3762,100 Jahre MILAK - Festakt an der ETH Zürich,"Auditorium Maximum im Hauptgebäude der ETH/Auditorium Maximum dans le bâtiment principal; de l’EPF/Auditorium Maximum, edificio principale del PF; Rämistrasse 101 8092 Zürich",Fr 09.09.2011 09:00 - 13:00,"Referenten: Brigadier Daniel Lätsch, Direktor MILAK; Prof. Dr. Heidi Wunderli-Allenspach, Rektorin der ETH Zürich; Korpskommandant André Blattmann, Chef der Armee; Prof. Dr. Rudolf Jaun, Dozent Militärgeschichte; Divisionär Daniel Roubaty, Kommandant HKA; Prof. Dr. Andreas Wenger, Studiendelegierter, ETH Zürich",Daniela Brunner; Chefin Kommunikation HKA/Cheffe Communication FSCA/Capo Comunicazione ISQ; 041 317 45 41 oder 079 826 16 49,Militärakademie an der ETH Zürich/Höhere Kaderausbildung der Armee,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3762.html,2011-09-09,2011,9,9
3763,Medienkonferenz,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 26.08.2011 14:00,Themen: Armeebericht 2010; Mo. Nationalrat (SiK-NR). Beschaffung von Kampfflugzeugen,Kein Kontakt,SiK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3763.html,2011-08-26,2011,8,26
3764,Tagung „Landwirtschaft in den Alpenländern – erfolgreich und nachhaltig“,"Renaissance Zürich Hotel, Raum/salle « Arenenberg »; Thurgauerstrasse 101 8151 Glattbrugg (ZH)",Di 30.08.2011 12:45,"Point de presse mit Bundesrat Johann N. Schneider-Ammann, Vorsteher des Eidgenössischen Volkswirtschaftsdepartements (EVD), und dem österreichische Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft, Nikolaus Berlakovich.","Simone Hug, Pressesprecherin EVD/porte-parole du DFE; Tel./tél.: 031 322 20 25 / Mobil/Portable: 079 597 34 36","Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3764.html,2011-08-30,2011,8,30
3765,Lohnforderung für das Bundespersonal,Politforum des Bundes im Käfigturms Bern; Marktgasse 67 Bern,Mo 17.10.2011 10:00 - 11:00,Medienkonferenz,Peter Lauener; Leiter Kommunikation/Responsable de la communication; Schweizerischer Gewerkschaftsbund SGB; T 031 377 01 06; peter.lauener@sgb.ch,Verhandlungsgemeinschaft Bundespersonal (VGB),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3765.html,2011-10-17,2011,10,17
3766,Parteitag der CVP Schweiz,Salle des fêtes St-Léonard 1700 Freiburg,Sa 08.10.2011 09:30,Keine Beschreibung,Marianne Binder; Kommunikationschefin der CVP Schweiz / Resp. De la communication; 079 686 01 31; binder@cvp.ch,CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3766.html,2011-10-08,2011,10,8
3767,Abschluss NFP 54 - «Nachhaltige Siedlungs- und Infrastrukturentwicklung»,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 19.10.2011 09:15 - 10:15,Medienkonferenz,Schweizerischer Nationalfonds; Abteilung Kommunikation; Kathrin Sterchi; Wildhainweg 3; 3001 Bern; Tel. +41 (31) 308 23 87,Schweizerischer Nationalfonds SNF,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3767.html,2011-10-19,2011,10,19
3769,Point de presse,"Parlamentsgebäude, vor dem Zimmer 287; Palais du Parlement, devant la salle 287 Bern",Di 30.08.2011 15:30,Thema: Ausstieg aus der Kernenergie,Kein Kontakt,UREK-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3769.html,2011-08-30,2011,8,30
3770,"""SGB präsentiert Massnahmenbündel gegen überbewerteten Franken""",Hotel Bern; Zeughausgasse 9 Bern,Mo 05.09.2011 09:30,Medienkonferenz,"Peter Lauener, Leiter Kommunikation SGB/Responsable de la communication et porte-parole de l’USS; 031 377 01 06 oder/ou 079 650 12 34",Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3770.html,2011-09-05,2011,9,5
3771,Über 100'000 Unterschriften für die Petition «Berufsbildung für alle - auch für Jugendliche mit Behinderung»!,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 12.09.2011 11:00,"Medienkonferenz mit:; Pascale Bruderer, Nationalrätin; Marie-Thérèse Weber-Gobet, Nationalrätin; Walter Bernet, Zentralpräsident insieme; Thomas Schmutz, Alexandra Weibel, Tanja Krähenbühl / Jugendliche in Ausbildung (Stiftung Bad Heustrich); Michael Gehrig, Leiter Sozialdienst (Stiftung Bad Heustrich); Moderation: Bruno Schmucki, Procap Schweiz","Bruno Schmucki, Mediensprecher Procap Schweiz; Tel. 079 647 01 03, bruno.schmucki@procap.ch",Überparteiliches Komitee,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3771.html,2011-09-12,2011,9,12
3772,"Offizieller Besuch von S. E. Iurie Leanca, Vize-Premierminister und Aussenminister der Republik Moldau",von Wattenwyl-Haus; Maison de Watteville; Junkerngasse 59 B 3011 Bern,Mo 05.09.2011 11:45,Fototermin,Information EDA/DFAE; +41 31 322 31 53,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3772.html,2011-09-05,2011,9,5
3773,"Empfehlungen des SWTR zur Förderung von Bildung, Forschung und Innovation 2013-2016","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 11.10.2011 11:00 - 12:30,"Medienkonferenz; Der Schweizerische Wissenschafts- und Technologierat präsentiert seine Schrift „Empfehlungen zur Förderung von Bildung, Forschung und Innovation“. Mit diesem Dokument leistet er einen Beitrag zur Ausarbeitung der BFI-Botschaft des Bundesrates für die Jahre 2013-2016.",Cornel Hirsig; Stabschef SWTR/Chef d’état-major du CSST; 031 323 00 48; cornel.hirsig@swtr.admin.ch,Schweizerischer Wissenschafts- und Technologierat SWTR,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3773.html,2011-10-11,2011,10,11
3774,Keine Medienkonferenz zu den von Wattenwyl-Gespräche,Bern,Fr 02.09.2011,Keine Beschreibung,Kein Kontakt,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3774.html,2011-09-02,2011,9,2
3775,Runder Tisch gegen Gewalt im Umfeld von Sportveranstaltungen,"Bundeshaus Ost; Sitzungszimmer 245, 2. Stock Bern",Do 01.09.2011 15:15,Point de presse mit Bundesrat Ueli Maurer,"Silvia Steidle, Sprecherin VBS; 031 324 50 86; silvia.steidle@gs-vbs.admin.ch","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3775.html,2011-09-01,2011,9,1
3776,„Fraktionsbeschlüsse zur Frankenhausse und zur ao Session zur wirtschaftlichen und sozialen Situation der Schweiz“,"Parlamentsgebäude, vor dem Sitzungszimmer; Palais fédéral, devant la salle 286 Bern",Fr 02.09.2011 17:30,Point de presse,"SP Schweiz, Kampagnen & Kommunikation; Parti socialiste suisse, Campagnes et Communication; 031 329 69 89",SP Fraktion,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3776.html,2011-09-02,2011,9,2
3777,Keine Bundesratssitzung,Bern,Mi 08.02.2012,-,Kein Kontakt,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3777.html,2012-02-08,2012,2,8
